league,season,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2 
ESP-La Liga,2425,2025-01-25 Atlético Madrid-Villarreal,90,Denis Suárez,Villarreal,0.03,0.0,Off Target,20,Right Foot,,Santi Comesaña,Pass (Live),Sergi Cardona,Pass (Live)
ESP-La Liga,2425,2025-01-25 Atlético Madrid-Villarreal,90+1,Julián Álvarez,Atlético Madrid,0.03,0.0,Off Target,16,Head,,Nahuel Molina,Pass (Live),Marcos Llorente,Pass (Live)
ESP-La Liga,2425,2025-01-25 Atlético Madrid-Villarreal,90+3,Santi Comesaña,Villarreal,0.04,0.0,Off Target,10,Head,,Denis Suárez,Pass (Dead),Ayoze Pérez,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,2,Sergi Darder,Mallorca,0.03,0.0,Blocked,29,Right Foot,,Roberto Navarro,Pass (Live),Dani Rodríguez,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,9,Samu Costa,Mallorca,0.15,0.29,Saved,12,Left Foot,,Roberto Navarro,Pass (Live),Dani Rodríguez,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,17,Antonio Raillo,Mallorca,0.02,0.0,Off Target,14,Head,,Dani Rodríguez,Pass (Dead),Pablo Maffeo,Fouled
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,18,Marc Roca,Betis,0.02,0.1,Saved,31,Left Foot,,Marc Roca,Interception,,
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,30,Sergi Darder,Mallorca,0.2,0.0,Blocked,13,Right Foot,,Roberto Navarro,Pass (Live),Roberto Navarro,Take-On
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,30,Samu Costa,Mallorca,0.06,0.0,Blocked,21,Left Foot,Volley,Sergi Darder,Shot,,
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,31,Dani Rodríguez,Mallorca,0.08,0.0,Blocked,19,Right Foot,,Samu Costa,Shot,,
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,32,Antonio Raillo,Mallorca,0.04,0.45,Saved,11,Head,,Dani Rodríguez,Pass (Dead),Dani Rodríguez,Shot
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,33,Sergi Darder,Mallorca,0.04,0.0,Off Target,25,Right Foot,Volley,Samu Costa,Pass (Live),Omar Mascarell,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,39,Johan Mojica,Mallorca,0.11,0.0,Off Target,11,Left Foot,,Pablo Maffeo,Pass (Live),Roberto Navarro,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,40,Pablo Maffeo,Mallorca,0.05,0.0,Off Target,19,Right Foot,,Roberto Navarro,Pass (Live),Omar Mascarell,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,42,Samu Costa,Mallorca,0.06,0.0,Off Target,9,Head,,Sergi Darder,Pass (Dead),,
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,42,Dani Rodríguez,Mallorca,0.03,0.03,Saved,18,Left Foot,Volley,Samu Costa,Shot,,
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,45+2,Cyle Larin,Mallorca,0.07,0.0,Off Target,16,Right Foot,,Samu Costa,Pass (Live),Samu Costa,Take-On
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,51,Abde Ezzalzouli,Betis,0.03,0.04,Saved,28,Right Foot,,Isco,Pass (Live),Vitor Roque,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,54,Isco,Betis,0.02,0.0,Blocked,27,Right Foot,,Jesus Rodríguez,Pass (Live),Isco,Pass (Dead)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,66,Isco,Betis,0.13,0.0,Blocked,12,Left Foot,,Cédric Bakambu,Pass (Live),Isco,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,75,Sergi Altimira,Betis,0.05,0.0,Blocked,17,Right Foot,,Jesus Rodríguez,Fouled,Johnny Cardoso,Take-On
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,76,Ángel Ortíz,Betis,0.01,0.0,Off Target,34,Right Foot,,Sergi Altimira,Shot,,
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,90,Juanmi,Betis,0.07,0.0,Off Target,10,Right Foot,,Pablo Garcia,Pass (Live),Pablo Garcia,Take-On
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,90+3,Johan Mojica,Mallorca,0.04,0.0,Blocked,30,Left Foot,Free kick,Vedat Muriqi,Fouled,Copete,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,90+3,Johan Mojica,Mallorca,0.01,0.0,Off Target,30,Left Foot,,Johan Mojica,Shot,,
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,90+6,Cédric Bakambu,Betis,0.08,0.58,Goal,11,Head,,Ángel Ortíz,Pass (Live),Isco,Pass (Live)
ESP-La Liga,2425,2025-01-25 Mallorca-Betis,90+8,Antonio Raillo,Mallorca,0.03,0.0,Blocked,16,Right Foot,,Johan Mojica,Pass (Live),Johan Mojica,Take-On
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,10,Ruben Vargas,Sevilla,0.01,0.0,Off Target,23,Right Foot,,Saúl Ñíguez,Pass (Live),Djibril Sow,Interception
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,12,Ruben Vargas,Sevilla,0.05,0.0,Blocked,9,Left Foot,Volley,Djibril Sow,Pass (Live),Dodi Lukebakio,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,15,Leandro Cabrera,Espanyol,0.05,0.0,Blocked,11,Head,,Álvaro Tejero,Pass (Dead),Jofre,Fouled
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,15,Marash Kumbulla,Espanyol,0.22,0.79,Goal,8,Right Foot,Volley,Leandro Cabrera,Shot,,
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,23,Dodi Lukebakio,Sevilla,0.03,0.03,Saved,18,Left Foot,,Juanlu Sánchez,Pass (Live),Dodi Lukebakio,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,23,Saúl Ñíguez,Sevilla,0.01,0.0,Off Target,15,Head,,Carmona,Pass (Live),Dodi Lukebakio,Shot
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,23,Peque,Sevilla,0.09,0.0,Blocked,9,Head,,Saúl Ñíguez,Shot,,
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,24,Loïc Bade,Sevilla,0.11,0.0,Woodwork,9,Head,,Ruben Vargas,Pass (Dead),Peque,Shot
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,38,Jofre,Espanyol,0.14,0.0,Blocked,11,Left Foot,,Jofre,Take-On,Pol Lozano,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,39,Djibril Sow,Sevilla,0.03,0.0,Blocked,17,Right Foot,,Dodi Lukebakio,Pass (Live),Juanlu Sánchez,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,41,Juanlu Sánchez,Sevilla,0.09,0.0,Off Target,13,Left Foot,,Dodi Lukebakio,Pass (Live),Dodi Lukebakio,Take-On
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,41,Juanlu Sánchez,Sevilla,0.12,0.0,Off Target,13,Left Foot,,Juanlu Sánchez,Shot,,
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,45,Loïc Bade,Sevilla,0.01,0.0,Off Target,14,Head,,Dodi Lukebakio,Pass (Dead),Nemanja Gudelj,Fouled
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,47,Saúl Ñíguez,Sevilla,0.07,0.0,Blocked,20,Left Foot,,Nemanja Gudelj,Pass (Live),Djibril Sow,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,49,Dodi Lukebakio,Sevilla,0.04,0.0,Blocked,25,Left Foot,Free kick,Dodi Lukebakio,Fouled,Loïc Bade,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,51,Nemanja Gudelj,Sevilla,0.02,0.0,Off Target,31,Right Foot,,Nemanja Gudelj,Interception,,
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,53,Dodi Lukebakio,Sevilla,0.04,0.24,Saved,12,Left Foot,Volley,Ruben Vargas,Pass (Live),Carmona,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,60,Nemanja Gudelj,Sevilla,0.02,0.0,Off Target,24,Right Foot,,Dodi Lukebakio,Pass (Live),Djibril Sow,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,61,Loïc Bade,Sevilla,0.03,0.13,Goal,30,Right Foot,,Djibril Sow,Pass (Live),Ruben Vargas,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,66,Álvaro Tejero,Espanyol,0.04,0.0,Off Target,30,Right Foot,Free kick,Álvaro Tejero,Fouled,Javi Puado,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,68,Dodi Lukebakio,Sevilla,0.02,0.08,Saved,17,Left Foot,,Nemanja Gudelj,Pass (Live),Carmona,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,69,Saúl Ñíguez,Sevilla,0.08,0.0,Off Target,9,Head,,Ruben Vargas,Pass (Live),Nemanja Gudelj,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,70,Marash Kumbulla,Espanyol,0.08,0.0,Blocked,14,Right Foot,,Alex Král,Fouled,Alex Král,Tackle
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,71,Dodi Lukebakio,Sevilla,0.05,0.0,Blocked,18,Left Foot,,Djibril Sow,Pass (Live),Carmona,Pass (Dead)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,81,Djibril Sow,Sevilla,0.13,0.0,Blocked,18,Right Foot,,Dodi Lukebakio,Pass (Live),Albert Sambi Lokonga,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,87,Fernando Calero,Espanyol,0.16,0.0,Off Target,7,Head,,Edu Expósito,Pass (Dead),Alejo Véliz,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,90+1,Saúl Ñíguez,Sevilla,0.01,0.0,Blocked,34,Left Foot,,Dodi Lukebakio,Pass (Live),Albert Sambi Lokonga,Pass (Live)
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,90+1,Saúl Ñíguez,Sevilla,0.03,0.0,Off Target,25,Left Foot,,Saúl Ñíguez,Shot,,
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,90+2,Chidera Ejuke,Sevilla,0.03,0.0,Off Target,26,Right Foot,,Saúl Ñíguez,Pass (Live),,
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,90+4,Chidera Ejuke,Sevilla,0.02,0.0,Off Target,22,Right Foot,,Lucien Agoume,Pass (Live),,
ESP-La Liga,2425,2025-01-25 Sevilla-Espanyol,90+6,Loïc Bade,Sevilla,0.03,0.0,Off Target,32,Right Foot,,Nemanja Gudelj,Pass (Live),Chidera Ejuke,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,2,David Torres,Valladolid,0.09,0.07,Saved,6,Head,,Selim Amallah,Pass (Dead),Lucas Oliveira Rosa,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,3,Marcos André,Valladolid,0.02,0.0,Off Target,13,Head,,Iván Sánchez,Pass (Dead),Anuar,Fouled
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,4,Kylian Mbappé,Real Madrid,0.04,0.0,Off Target,27,Right Foot,,Brahim Díaz,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,11,Rodrygo,Real Madrid,0.05,0.0,Blocked,29,Right Foot,Free kick,Jude Bellingham,Fouled,Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,24,Mamadou Sylla,Valladolid,0.02,0.05,Saved,25,Right Foot,,Mario Martín,Pass (Live),Mamadou Sylla,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,25,Antonio Rüdiger,Real Madrid,0.02,0.06,Saved,35,Right Foot,,Federico Valverde,Pass (Live),Aurélien Tchouaméni,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,26,Aurélien Tchouaméni,Real Madrid,0.04,0.0,Off Target,11,Head,,Dani Ceballos,Pass (Dead),Antonio Rüdiger,Shot
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,29,Antonio Rüdiger,Real Madrid,0.01,0.0,Off Target,35,Right Foot,,Dani Ceballos,Pass (Live),Kylian Mbappé,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,29,Jude Bellingham,Real Madrid,0.08,0.0,Blocked,13,Right Foot,,Antonio Rüdiger,Shot,,
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,29,Rodrygo,Real Madrid,0.09,0.0,Off Target,14,Right Foot,,Jude Bellingham,Shot,,
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,30,Kylian Mbappé,Real Madrid,0.22,0.22,Goal,12,Right Foot,,Kylian Mbappé,Pass (Live),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,34,Brahim Díaz,Real Madrid,0.05,0.0,Blocked,20,Right Foot,,Brahim Díaz,Take-On,Dani Ceballos,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,37,Raúl Asencio,Real Madrid,0.03,0.0,Off Target,28,Right Foot,,Brahim Díaz,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,41,Rodrygo,Real Madrid,0.12,0.0,Blocked,5,Right Foot,,Kylian Mbappé,Pass (Live),Rodrygo,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,44,Jude Bellingham,Real Madrid,0.02,0.0,Blocked,30,Left Foot,,Rodrygo,Pass (Live),Kylian Mbappé,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,52,Marcos André,Valladolid,0.02,0.0,Off Target,13,Left Foot,,Marcos André,Take-On,Luis Pérez,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,57,Kylian Mbappé,Real Madrid,0.1,0.16,Goal,13,Right Foot,,Rodrygo,Pass (Live),Dani Ceballos,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,62,Jude Bellingham,Real Madrid,0.07,0.0,Blocked,11,Left Foot,,Rodrygo,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,63,Federico Valverde,Real Madrid,0.01,0.0,Blocked,28,Right Foot,Volley,Jude Bellingham,Shot,,
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,66,Kylian Mbappé,Real Madrid,0.03,0.0,Off Target,15,Left Foot,,Jude Bellingham,Pass (Live),Kylian Mbappé,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,75,Marcos André,Valladolid,0.02,0.0,Blocked,29,Right Foot,,Lucas Oliveira Rosa,Pass (Live),Kike Pérez,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,80,Kylian Mbappé,Real Madrid,0.02,0.0,Blocked,23,Right Foot,,Jude Bellingham,Pass (Live),Brahim Díaz,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,81,Mamadou Sylla,Valladolid,0.03,0.0,Off Target,15,Right Foot,,Kike Pérez,Pass (Live),Luis Pérez,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,85,Luka Modrić,Real Madrid,0.18,0.0,Off Target,10,Right Foot,,Arda Güler,Pass (Live),Aurélien Tchouaméni,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,90+1,Kylian Mbappé (pen),Real Madrid,0.79,0.9,Goal,13,Right Foot,,Jude Bellingham,Fouled,Luka Modrić,Pass (Live)
ESP-La Liga,2425,2025-01-25 Valladolid-Real Madrid,90+4,Aurélien Tchouaméni,Real Madrid,0.04,0.0,Blocked,28,Right Foot,,Luka Modrić,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,1,Nico Williams,Athletic Club,0.02,0.0,Off Target,18,Right Foot,,Mikel Jauregizar,Pass (Live),,
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,7,Álex Berenguer,Athletic Club,0.03,0.0,Blocked,23,Left Foot,,Daniel Vivian,Pass (Live),Unai Simón,Pass (Dead)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,8,Daniel Vivian,Athletic Club,0.1,0.0,Off Target,11,Right Foot,Volley,Nico Williams,Pass (Dead),Daniel Vivian,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,10,Valentin Rosier,Leganés,0.02,0.0,Off Target,29,Right Foot,Volley,Darko Brašanac,Fouled,Juan Cruz,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,13,Yeray Álvarez,Athletic Club,0.01,0.0,Blocked,29,Right Foot,,Álex Berenguer,Pass (Live),Gorka Guruzeta,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,14,Nico Williams,Athletic Club,0.05,0.0,Blocked,16,Right Foot,Volley,Iñaki Williams,Pass (Live),Adama Boiro,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,16,Iñaki Williams,Athletic Club,0.03,0.0,Blocked,20,Left Foot,,Andoni Gorosabel,Pass (Live),Álex Berenguer,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,18,Nico Williams,Athletic Club,0.13,0.0,Off Target,17,Right Foot,,Andoni Gorosabel,Pass (Live),Daniel Vivian,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,25,Gorka Guruzeta,Athletic Club,0.18,0.0,Off Target,9,Head,,Yeray Álvarez,Pass (Live),Andoni Gorosabel,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,33,Nico Williams,Athletic Club,0.02,0.0,Off Target,24,Left Foot,,Daniel Vivian,Pass (Live),Nico Williams,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,34,Iñaki Williams,Athletic Club,0.06,0.0,Blocked,18,Right Foot,,Álex Berenguer,Pass (Live),Mikel Jauregizar,Tackle
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,43,Álex Berenguer,Athletic Club,0.04,0.02,Saved,29,Right Foot,,Gorka Guruzeta,Pass (Live),Yeray Álvarez,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,45,Álex Berenguer,Athletic Club,0.09,0.06,Saved,10,Head,,Andoni Gorosabel,Pass (Live),Iñaki Williams,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,45+1,Iñaki Williams,Athletic Club,0.05,0.0,Off Target,18,Left Foot,,Daniel Vivian,Pass (Live),Daniel Vivian,Take-On
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,46,Darko Brašanac,Leganés,0.33,0.0,Blocked,4,Left Foot,,,,,
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,47,Álex Berenguer,Athletic Club,0.22,0.0,Off Target,16,Right Foot,,Álex Berenguer,Take-On,Yuri Berchiche,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,49,Mikel Jauregizar,Athletic Club,0.04,0.0,Off Target,25,Right Foot,,Mikel Vesga,Pass (Live),Gorka Guruzeta,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,50,Álex Berenguer,Athletic Club,0.03,0.0,Off Target,26,Right Foot,,Yuri Berchiche,Pass (Live),Mikel Vesga,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,52,Miguel,Leganés,0.23,0.42,Saved,8,Head,,Dani Raba,Pass (Live),Adrià Altimira,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,52,Álex Berenguer,Athletic Club,0.04,0.0,Off Target,12,Head,,Iñaki Williams,Pass (Live),Álex Berenguer,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,54,Yuri Berchiche,Athletic Club,0.11,0.0,Blocked,22,Left Foot,Free kick,Álex Berenguer,Pass (Dead),Mikel Jauregizar,Fouled
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,55,Nico Williams,Athletic Club,0.02,0.0,Blocked,15,Right Foot,,Álex Berenguer,Pass (Live),Mikel Vesga,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,56,Iñaki Williams,Athletic Club,0.02,0.0,Off Target,14,Right Foot,Volley,Álex Berenguer,Pass (Dead),Nico Williams,Shot
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,61,Mikel Vesga,Athletic Club,0.2,0.0,Off Target,9,Head,,Álex Berenguer,Pass (Live),Nico Williams,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,62,Gorka Guruzeta,Athletic Club,0.25,0.0,Blocked,14,Left Foot,,Yuri Berchiche,Pass (Live),Unai Gómez,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,64,Mikel Vesga,Athletic Club,0.02,0.0,Off Target,34,Left Foot,,Álex Berenguer,Pass (Live),Óscar de Marcos,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,72,Yeray Álvarez,Athletic Club,0.06,0.0,Off Target,10,Head,,Álex Berenguer,Pass (Dead),Nico Williams,Fouled
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,76,Daniel Vivian,Athletic Club,0.05,0.0,Off Target,23,Right Foot,,Óscar de Marcos,Pass (Live),Unai Gómez,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,84,Gorka Guruzeta,Athletic Club,0.08,0.0,Blocked,20,Right Foot,,,,,
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,87,Munir El Haddadi,Leganés,0.04,0.0,Woodwork,28,Left Foot,,Munir El Haddadi,Take-On,Óscar Rodríguez Arnaiz,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,87,Julián Chicco,Leganés,0.4,0.35,Saved,13,Right Foot,,Munir El Haddadi,Pass (Live),Julián Chicco,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,88,Óscar de Marcos,Athletic Club,0.02,0.0,Blocked,28,Right Foot,,Óscar de Marcos,Pass (Live),Unai Simón,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,90+3,Gorka Guruzeta,Athletic Club,0.04,0.0,Off Target,14,Head,,Yuri Berchiche,Pass (Live),Yeray Álvarez,Pass (Live)
ESP-La Liga,2425,2025-01-26 Athletic Club-Leganés,90+4,Nicolás Serrano,Athletic Club,0.07,0.65,Saved,16,Left Foot,,Nico Williams,Pass (Live),Óscar de Marcos,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,3,Frenkie de Jong,Barcelona,0.35,0.92,Goal,9,Right Foot,,Lamine Yamal,Pass (Live),Fermin López,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,5,Raphinha,Barcelona,0.04,0.0,Blocked,16,Left Foot,,Alejandro Balde,Pass (Live),Fermin López,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,6,Lamine Yamal,Barcelona,0.01,0.0,Blocked,29,Left Foot,,Lamine Yamal,Take-On,Raphinha,Shot
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,8,Ferrán Torres,Barcelona,0.11,0.76,Goal,11,Right Foot,Volley,Alejandro Balde,Pass (Live),Frenkie de Jong,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,11,José Luis García Vayá,Valencia,0.04,0.0,Blocked,32,Right Foot,Free kick,Diego López,Fouled,José Luis García Vayá,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,14,Raphinha,Barcelona,0.56,0.99,Goal,14,Right Foot,,Raphinha,Take-On,Fermin López,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,19,Marc Casado,Barcelona,0.02,0.0,Blocked,23,Right Foot,Volley,Raphinha,Pass (Dead),,
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,24,Fermin López,Barcelona,0.6,0.79,Goal,16,Right Foot,,Pau Cubarsí,Pass (Live),Alejandro Balde,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,27,Ferrán Torres,Barcelona,0.27,0.0,Off Target,6,Left Foot,Volley,Jules Koundé,Pass (Live),Raphinha,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,30,Eric García,Barcelona,0.18,0.0,Off Target,5,Head,,Raphinha,Pass (Dead),,
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,32,Lamine Yamal,Barcelona,0.05,0.0,Blocked,24,Left Foot,,Fermin López,Pass (Live),Fermin López,Take-On
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,32,Alejandro Balde,Barcelona,0.08,0.03,Saved,15,Left Foot,,Lamine Yamal,Shot,,
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,41,Ferrán Torres,Barcelona,0.08,0.0,Blocked,17,Right Foot,,Ferrán Torres,Take-On,Alejandro Balde,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,45+4,Raphinha,Barcelona,0.39,0.0,Woodwork,11,Right Foot,,Lamine Yamal,Pass (Live),Ferrán Torres,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,45+4,Fermin López,Barcelona,0.82,0.99,Goal,16,Right Foot,,Raphinha,Shot,,
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,46,Luis Rioja,Valencia,0.05,0.0,Off Target,17,Left Foot,,,,,
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,47,Domingos André Ribeiro Almeida,Valencia,0.04,0.0,Off Target,11,Head,,José Luis Gayà,Pass (Live),Javier Guerra,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,47,Diego López,Valencia,0.17,0.0,Blocked,11,Right Foot,,Luis Rioja,Pass (Live),Domingos André Ribeiro Almeida,Shot
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,52,Marc Casado,Barcelona,0.03,0.0,Off Target,23,Right Foot,,Frenkie de Jong,Pass (Live),Alejandro Balde,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,54,Ferrán Torres,Barcelona,0.55,0.0,Off Target,10,Left Foot,,Raphinha,Pass (Live),Alejandro Balde,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,58,Lamine Yamal,Barcelona,0.03,0.01,Saved,21,Left Foot,,Lamine Yamal,Take-On,Raphinha,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,58,Domingos André Ribeiro Almeida,Valencia,0.02,0.12,Saved,15,Right Foot,,Javier Guerra,Pass (Live),Giorgi Mamardashvili,Pass (Live)
ESP-La Liga,2425,2025-01-26 Barcelona-Valencia,59,Hugo Duro,Valencia,0.28,0.82,Goal,10,Left Foot,,José Luis Gayà,Pass (Live),Luis Rioja,Pass (Live)
